Store_Dept_Date,Weekly_Sales
17_59_2013-04-19,47.39
17_60_2013-04-19,213.31
17_67_2013-04-19,4668.7
17_71_2013-04-19,708.5
17_72_2013-04-19,27849.41
17_74_2013-04-19,5187.12
17_79_2013-04-19,17731.87
17_80_2013-04-19,5896.52
17_81_2013-04-19,10286.05
17_82_2013-04-19,16440.44
17_83_2013-04-19,191.18
17_85_2013-04-19,2010.79
17_87_2013-04-19,9714.99
17_90_2013-04-19,24487.46
17_91_2013-04-19,9191.77
17_92_2013-04-19,50160.85
17_93_2013-04-19,35291.01
17_95_2013-04-19,25223.23
17_96_2013-04-19,10134.39
17_97_2013-04-19,5010.18
17_98_2013-04-19,8219.41
17_99_2013-04-19,1963.36
17_1_2013-04-26,1146.23
17_2_2013-04-26,8056.28
17_3_2013-04-26,4907.49
17_4_2013-04-26,9573.57
17_5_2013-04-26,6170.0
17_6_2013-04-26,1766.87
17_7_2013-04-26,7238.93
17_8_2013-04-26,12407.0
17_9_2013-04-26,9938.87
17_10_2013-04-26,11023.56
17_11_2013-04-26,12010.04
17_12_2013-04-26,2636.75
17_13_2013-04-26,8630.34
17_14_2013-04-26,3417.65
17_16_2013-04-26,11690.73
17_17_2013-04-26,2133.66
17_19_2013-04-26,304.01
17_20_2013-04-26,1355.44
17_21_2013-04-26,1292.44
17_22_2013-04-26,2461.06
17_23_2013-04-26,6612.75
17_24_2013-04-26,2151.15
17_25_2013-04-26,2638.08
17_26_2013-04-26,1868.65
17_27_2013-04-26,322.45
17_28_2013-04-26,155.37
17_29_2013-04-26,1220.46
17_30_2013-04-26,1024.26
17_31_2013-04-26,687.59
17_32_2013-04-26,2243.18
17_33_2013-04-26,1485.93
17_34_2013-04-26,3832.48
17_35_2013-04-26,1402.32
17_36_2013-04-26,900.16
17_38_2013-04-26,8485.74
17_40_2013-04-26,4727.66
17_42_2013-04-26,3107.31
17_44_2013-04-26,1771.54
17_46_2013-04-26,2466.53
17_48_2013-04-26,11.6
17_49_2013-04-26,11.32
17_52_2013-04-26,411.5
17_54_2013-04-26,55.02
17_55_2013-04-26,3252.59
17_56_2013-04-26,2831.12
17_58_2013-04-26,1144.71
17_59_2013-04-26,48.93
17_60_2013-04-26,209.22
17_67_2013-04-26,4369.12
17_71_2013-04-26,666.49
17_72_2013-04-26,27641.66
17_74_2013-04-26,5165.8
17_79_2013-04-26,17713.63
17_80_2013-04-26,5896.52
17_81_2013-04-26,10292.36
17_82_2013-04-26,16162.7
17_83_2013-04-26,169.47
17_85_2013-04-26,1983.81
17_87_2013-04-26,9694.6
17_90_2013-04-26,24486.6
17_91_2013-04-26,9344.87
17_92_2013-04-26,51118.18
17_93_2013-04-26,35291.01
17_95_2013-04-26,25206.04
17_96_2013-04-26,10163.65
17_97_2013-04-26,4994.0
17_98_2013-04-26,8219.41
17_1_2013-05-03,1146.23
17_2_2013-05-03,8017.74
17_3_2013-05-03,5312.49
17_4_2013-05-03,9775.35
17_5_2013-05-03,6228.02
17_6_2013-05-03,1691.66
17_7_2013-05-03,9248.71
17_8_2013-05-03,12463.67
17_9_2013-05-03,11039.51
17_10_2013-05-03,11540.42
17_11_2013-05-03,11762.31
17_12_2013-05-03,2789.63
17_13_2013-05-03,8649.63
17_14_2013-05-03,3503.9
17_16_2013-05-03,13447.39
17_17_2013-05-03,2118.17
17_18_2013-05-03,2098.62
17_19_2013-05-03,626.57
17_20_2013-05-03,1380.9
17_21_2013-05-03,1322.71
17_22_2013-05-03,2453.29
17_23_2013-05-03,6473.42
17_24_2013-05-03,2274.21
17_25_2013-05-03,2919.01
17_26_2013-05-03,1878.85
17_27_2013-05-03,341.48
17_28_2013-05-03,154.62
17_29_2013-05-03,1223.12
17_30_2013-05-03,1022.04
17_31_2013-05-03,690.77
17_32_2013-05-03,3156.39
17_33_2013-05-03,1648.31
17_34_2013-05-03,4022.83
17_35_2013-05-03,1254.75
17_36_2013-05-03,900.67
17_38_2013-05-03,8432.5
17_40_2013-05-03,4727.66
17_41_2013-05-03,575.57
17_42_2013-05-03,3147.73
17_44_2013-05-03,1838.46
17_46_2013-05-03,2446.33
17_47_2013-05-03,75.91
17_48_2013-05-03,77.43
17_49_2013-05-03,23.3
17_52_2013-05-03,475.13
17_54_2013-05-03,57.45
17_55_2013-05-03,3476.21
17_56_2013-05-03,3616.61
17_58_2013-05-03,1199.37
17_59_2013-05-03,47.55
17_60_2013-05-03,213.98
17_67_2013-05-03,4524.08
17_71_2013-05-03,698.96
17_72_2013-05-03,27178.14
17_74_2013-05-03,5227.27
17_79_2013-05-03,17731.87
17_80_2013-05-03,5896.66
17_81_2013-05-03,10338.36
17_82_2013-05-03,16409.27
17_83_2013-05-03,193.02
17_85_2013-05-03,2012.61
17_87_2013-05-03,9716.02
17_90_2013-05-03,24571.41
17_91_2013-05-03,9582.92
17_92_2013-05-03,50291.04
17_93_2013-05-03,35291.01
17_95_2013-05-03,25364.66
17_96_2013-05-03,10134.39
17_97_2013-05-03,5010.18
17_98_2013-05-03,8219.41
17_1_2013-05-10,1146.23
17_2_2013-05-10,8006.42
17_3_2013-05-10,5333.41
17_4_2013-05-10,9704.6
17_5_2013-05-10,6189.14
17_6_2013-05-10,1721.07
17_7_2013-05-10,9249.68
17_8_2013-05-10,12446.09
17_9_2013-05-10,10522.59
17_10_2013-05-10,11422.78
17_11_2013-05-10,11666.22
17_12_2013-05-10,2648.41
17_13_2013-05-10,8671.78
17_14_2013-05-10,3540.81
17_16_2013-05-10,13133.32
17_17_2013-05-10,2120.38
17_18_2013-05-10,2200.6
17_19_2013-05-10,612.89
17_20_2013-05-10,1367.09
17_21_2013-05-10,1325.32
17_22_2013-05-10,2448.43
17_23_2013-05-10,6498.97
17_24_2013-05-10,2279.52
17_25_2013-05-10,2920.76
17_26_2013-05-10,1878.14
17_27_2013-05-10,340.2
17_28_2013-05-10,155.54
17_29_2013-05-10,1230.78
17_30_2013-05-10,1024.26
17_31_2013-05-10,696.32
17_32_2013-05-10,3183.17
17_33_2013-05-10,1658.13
17_34_2013-05-10,3999.51
17_35_2013-05-10,1257.86
17_36_2013-05-10,919.73
17_38_2013-05-10,8432.5
17_40_2013-05-10,4727.66
17_41_2013-05-10,579.13
17_42_2013-05-10,3128.08
17_44_2013-05-10,1845.76
17_46_2013-05-10,2445.86
17_48_2013-05-10,77.4
17_49_2013-05-10,23.27
17_52_2013-05-10,478.61
17_54_2013-05-10,58.63
17_55_2013-05-10,3454.74
17_56_2013-05-10,3518.29
17_58_2013-05-10,1170.62
17_59_2013-05-10,48.69
17_60_2013-05-10,212.96
17_67_2013-05-10,4569.77
17_71_2013-05-10,703.78
17_72_2013-05-10,28643.51
17_74_2013-05-10,5221.51
17_79_2013-05-10,17731.87
17_80_2013-05-10,5896.52
17_81_2013-05-10,10286.05
17_82_2013-05-10,16440.44
17_83_2013-05-10,179.62
17_85_2013-05-10,2014.94
17_87_2013-05-10,9722.56
17_90_2013-05-10,24487.46
17_91_2013-05-10,9191.77
17_92_2013-05-10,50253.52
17_93_2013-05-10,35291.01
17_94_2013-05-10,38193.9
17_95_2013-05-10,25198.55
17_96_2013-05-10,10134.39
17_97_2013-05-10,5011.91
17_98_2013-05-10,8219.41
17_1_2013-05-17,1146.23
17_2_2013-05-17,8006.42
17_3_2013-05-17,5333.41
17_4_2013-05-17,9705.1
17_5_2013-05-17,6203.14
17_6_2013-05-17,1721.07
17_7_2013-05-17,9249.68
17_8_2013-05-17,12329.18
17_9_2013-05-17,9337.55
17_10_2013-05-17,10824.04
17_11_2013-05-17,10979.37
17_12_2013-05-17,2648.41
17_13_2013-05-17,8671.78
17_14_2013-05-17,3524.25
17_16_2013-05-17,13129.55
17_17_2013-05-17,2120.38
17_19_2013-05-17,616.4
17_20_2013-05-17,1367.09
17_21_2013-05-17,1324.2
17_22_2013-05-17,2448.43
17_23_2013-05-17,6513.95
17_24_2013-05-17,2277.11
17_25_2013-05-17,2924.22
17_26_2013-05-17,1875.14
17_27_2013-05-17,335.29
17_28_2013-05-17,155.54
17_29_2013-05-17,1233.08
17_30_2013-05-17,1024.26
17_31_2013-05-17,696.32
17_32_2013-05-17,3190.14
17_33_2013-05-17,1658.13
17_34_2013-05-17,4002.32
17_35_2013-05-17,1281.89
17_36_2013-05-17,919.73
17_38_2013-05-17,8432.5
17_40_2013-05-17,4727.66
17_42_2013-05-17,3117.17
17_44_2013-05-17,1837.16
17_46_2013-05-17,2445.86
17_48_2013-05-17,73.12
17_49_2013-05-17,22.72
17_52_2013-05-17,478.61
17_55_2013-05-17,3443.93
17_56_2013-05-17,3503.29
17_58_2013-05-17,1177.12
17_59_2013-05-17,49.12
17_60_2013-05-17,212.75
17_67_2013-05-17,4569.77
17_71_2013-05-17,703.78
17_72_2013-05-17,28632.35
17_74_2013-05-17,5208.34
17_79_2013-05-17,17731.87
17_80_2013-05-17,5896.52
17_81_2013-05-17,10286.05
17_82_2013-05-17,16210.45
17_83_2013-05-17,179.62
17_85_2013-05-17,2017.35
17_87_2013-05-17,8896.95
17_90_2013-05-17,24487.46
17_91_2013-05-17,9100.11
17_92_2013-05-17,50366.12
17_93_2013-05-17,35291.01
17_95_2013-05-17,25158.49
17_96_2013-05-17,10134.39
17_97_2013-05-17,5010.43
17_98_2013-05-17,8219.41
17_1_2013-05-24,1146.23
17_2_2013-05-24,8023.42
17_3_2013-05-24,5331.28
17_4_2013-05-24,9895.61
17_5_2013-05-24,6168.21
17_6_2013-05-24,1736.54
17_7_2013-05-24,8786.51
17_8_2013-05-24,12695.86
17_9_2013-05-24,11853.96
17_10_2013-05-24,11760.31
17_11_2013-05-24,11945.67
17_12_2013-05-24,2758.52
17_13_2013-05-24,8639.67
17_14_2013-05-24,3517.11
17_16_2013-05-24,13373.32
17_17_2013-05-24,2127.41
17_19_2013-05-24,628.75
17_20_2013-05-24,1368.11
17_21_2013-05-24,1311.6
17_22_2013-05-24,2557.79
17_23_2013-05-24,6503.89
17_24_2013-05-24,2168.39
17_25_2013-05-24,2858.33
17_26_2013-05-24,1825.07
17_27_2013-05-24,382.65
17_28_2013-05-24,155.57
17_29_2013-05-24,1228.46
17_30_2013-05-24,1022.04
17_31_2013-05-24,687.8
17_32_2013-05-24,2727.14
17_33_2013-05-24,1631.34
17_34_2013-05-24,4042.18
17_35_2013-05-24,1269.16
17_36_2013-05-24,844.28
17_38_2013-05-24,8432.5
17_40_2013-05-24,4727.66
17_41_2013-05-24,627.39
17_42_2013-05-24,3139.15
17_44_2013-05-24,1791.28
17_46_2013-05-24,2446.33
17_48_2013-05-24,37.64
17_49_2013-05-24,17.78
17_52_2013-05-24,414.48
17_54_2013-05-24,47.64
17_55_2013-05-24,3344.82
17_56_2013-05-24,3746.31
17_58_2013-05-24,1233.57
17_59_2013-05-24,50.77
17_60_2013-05-24,214.2
17_67_2013-05-24,4585.92
17_71_2013-05-24,703.05
17_72_2013-05-24,26943.93
17_74_2013-05-24,5167.92
17_79_2013-05-24,17659.48
17_80_2013-05-24,5898.77
17_81_2013-05-24,10335.09
17_82_2013-05-24,16630.92
17_83_2013-05-24,210.69
17_85_2013-05-24,1997.98
17_87_2013-05-24,9727.62
17_90_2013-05-24,24571.41
17_91_2013-05-24,9948.28
17_92_2013-05-24,50148.58
17_93_2013-05-24,35291.01
17_94_2013-05-24,38193.9
17_95_2013-05-24,25695.81
17_96_2013-05-24,10134.39
17_97_2013-05-24,5010.18
17_98_2013-05-24,8219.41
17_1_2013-05-31,1146.23
17_2_2013-05-31,8039.24
17_3_2013-05-31,5312.49
17_4_2013-05-31,9755.41
17_5_2013-05-31,6218.09
17_6_2013-05-31,1696.33
17_7_2013-05-31,9283.21
17_8_2013-05-31,12462.31
17_9_2013-05-31,11076.03
17_10_2013-05-31,11561.66
17_11_2013-05-31,11729.9
17_12_2013-05-31,2631.82
17_13_2013-05-31,8690.63
17_14_2013-05-31,3521.16
17_16_2013-05-31,13147.27
17_17_2013-05-31,2119.07
17_18_2013-05-31,1810.86
17_19_2013-05-31,358.36
17_20_2013-05-31,1382.55
17_21_2013-05-31,1319.13
17_22_2013-05-31,2448.56
17_23_2013-05-31,6622.56
17_24_2013-05-31,2206.72
17_25_2013-05-31,2925.36
17_26_2013-05-31,1879.24
17_27_2013-05-31,340.44
17_28_2013-05-31,155.48
17_29_2013-05-31,1223.12
17_30_2013-05-31,1022.04
17_31_2013-05-31,690.25
17_32_2013-05-31,3102.16
17_33_2013-05-31,1617.33
17_34_2013-05-31,4019.45
17_35_2013-05-31,1237.89
17_36_2013-05-31,907.34
17_38_2013-05-31,8432.5
17_40_2013-05-31,4727.66
17_41_2013-05-31,580.6
17_42_2013-05-31,3128.02
17_44_2013-05-31,1807.21
17_46_2013-05-31,2445.86
17_48_2013-05-31,72.92
17_49_2013-05-31,22.29
17_52_2013-05-31,444.82
17_55_2013-05-31,3474.8
17_56_2013-05-31,3513.97
17_58_2013-05-31,1176.77
17_59_2013-05-31,47.83
17_60_2013-05-31,214.55
17_67_2013-05-31,4675.25
17_71_2013-05-31,692.16
17_72_2013-05-31,27593.27
17_74_2013-05-31,5151.11
17_79_2013-05-31,17731.87
17_80_2013-05-31,5896.52
17_81_2013-05-31,10286.05
17_82_2013-05-31,16440.44
17_83_2013-05-31,187.66
17_85_2013-05-31,1989.27
17_87_2013-05-31,9708.1
17_90_2013-05-31,24487.46
17_91_2013-05-31,9191.77
17_92_2013-05-31,49999.98
17_93_2013-05-31,35291.01
17_95_2013-05-31,25223.23
17_96_2013-05-31,10134.39
17_97_2013-05-31,5011.91
17_98_2013-05-31,8219.41
17_1_2013-06-07,1146.23
17_2_2013-06-07,8017.74
17_3_2013-06-07,5312.49
17_4_2013-06-07,9775.35
17_5_2013-06-07,6228.02
17_6_2013-06-07,1691.66
17_7_2013-06-07,10830.1
17_8_2013-06-07,12390.4
17_9_2013-06-07,11100.8
17_10_2013-06-07,11640.9
17_11_2013-06-07,12220.69
17_12_2013-06-07,2776.75
17_13_2013-06-07,8644.24
17_14_2013-06-07,3503.9
17_16_2013-06-07,13695.11
17_17_2013-06-07,2142.66
17_18_2013-06-07,2199.88
17_19_2013-06-07,662.28
17_20_2013-06-07,1375.13
17_21_2013-06-07,1323.61
17_22_2013-06-07,2454.36
17_23_2013-06-07,6473.42
17_24_2013-06-07,2274.21
17_25_2013-06-07,2919.01
17_26_2013-06-07,1878.85
17_27_2013-06-07,341.48
17_28_2013-06-07,154.62
17_29_2013-06-07,1223.12
17_30_2013-06-07,1022.04
17_31_2013-06-07,690.77
17_32_2013-06-07,3122.19
17_33_2013-06-07,1648.31
17_34_2013-06-07,4022.83
17_35_2013-06-07,1254.75
17_36_2013-06-07,903.18
17_38_2013-06-07,8432.5
17_40_2013-06-07,4727.66
17_41_2013-06-07,577.05
17_42_2013-06-07,3168.64
17_44_2013-06-07,1849.77
17_46_2013-06-07,2446.33
17_48_2013-06-07,77.43
17_49_2013-06-07,23.18
17_52_2013-06-07,475.13
17_54_2013-06-07,57.39
17_55_2013-06-07,3476.21
17_56_2013-06-07,3616.61
17_58_2013-06-07,1198.07
17_59_2013-06-07,50.9
17_60_2013-06-07,213.98
17_67_2013-06-07,4510.67
17_71_2013-06-07,698.96
17_72_2013-06-07,26457.34
17_74_2013-06-07,5197.91
17_79_2013-06-07,17731.87
17_80_2013-06-07,5896.66
17_81_2013-06-07,10338.36
17_82_2013-06-07,16409.27
17_83_2013-06-07,192.84
17_85_2013-06-07,2012.09
17_87_2013-06-07,9879.25
17_90_2013-06-07,24571.41
17_91_2013-06-07,9582.92
17_92_2013-06-07,50324.18
17_93_2013-06-07,35291.01
17_95_2013-06-07,25364.66
17_96_2013-06-07,10134.39
17_97_2013-06-07,5010.18
17_1_2013-06-14,1146.23
17_2_2013-06-14,8184.49
17_3_2013-06-14,5358.48
17_4_2013-06-14,9907.02
17_5_2013-06-14,6013.85
17_6_2013-06-14,1695.27
17_7_2013-06-14,10737.88
17_8_2013-06-14,12555.93
17_9_2013-06-14,11812.76
17_10_2013-06-14,11829.92
17_11_2013-06-14,12532.72
17_12_2013-06-14,2737.19
17_13_2013-06-14,8682.06
17_14_2013-06-14,3594.84
17_16_2013-06-14,13748.95
17_17_2013-06-14,2090.71
17_18_2013-06-14,2242.39
17_19_2013-06-14,646.19
17_20_2013-06-14,1369.43
17_21_2013-06-14,1295.39
17_22_2013-06-14,2599.62
17_23_2013-06-14,6621.55
17_24_2013-06-14,2211.13
17_25_2013-06-14,2882.5
17_26_2013-06-14,1831.72
17_27_2013-06-14,371.57
17_28_2013-06-14,152.6
17_29_2013-06-14,1237.7
17_30_2013-06-14,1022.49
17_31_2013-06-14,689.96
17_32_2013-06-14,2996.83
17_33_2013-06-14,2097.83
17_34_2013-06-14,4179.79
17_35_2013-06-14,1253.24
17_36_2013-06-14,845.77
17_38_2013-06-14,8432.5
17_40_2013-06-14,4727.66
17_41_2013-06-14,639.72
17_42_2013-06-14,3195.74
17_44_2013-06-14,1903.77
17_46_2013-06-14,2446.33
17_48_2013-06-14,99.0
17_49_2013-06-14,31.74
17_52_2013-06-14,613.57
17_54_2013-06-14,48.77
17_55_2013-06-14,3691.22
17_56_2013-06-14,3725.94
17_58_2013-06-14,1347.42
17_59_2013-06-14,68.03
17_60_2013-06-14,213.57
17_67_2013-06-14,4570.83
17_71_2013-06-14,703.59
17_72_2013-06-14,27177.6
17_74_2013-06-14,5167.62
17_79_2013-06-14,17646.8
17_80_2013-06-14,5903.06
17_81_2013-06-14,10335.09
17_82_2013-06-14,16768.02
17_83_2013-06-14,207.87
17_85_2013-06-14,1946.12
17_87_2013-06-14,9817.97
17_90_2013-06-14,24571.41
17_91_2013-06-14,9865.09
17_92_2013-06-14,50009.86
17_93_2013-06-14,35291.01
17_94_2013-06-14,38193.9
17_95_2013-06-14,25743.27
17_96_2013-06-14,10134.39
17_97_2013-06-14,5010.18
17_1_2013-06-21,1146.23
17_2_2013-06-21,8017.74
17_3_2013-06-21,5312.49
17_4_2013-06-21,9763.18
17_5_2013-06-21,6222.45
17_6_2013-06-21,1691.34
17_7_2013-06-21,9199.44
17_8_2013-06-21,12651.99
17_9_2013-06-21,11527.57
17_10_2013-06-21,11590.83
17_11_2013-06-21,11855.94
17_12_2013-06-21,2788.61
17_13_2013-06-21,8638.64
17_14_2013-06-21,3553.68
17_16_2013-06-21,13424.83
17_17_2013-06-21,2122.4
17_18_2013-06-21,2151.77
17_19_2013-06-21,618.92
17_20_2013-06-21,1378.76
17_21_2013-06-21,1319.84
17_22_2013-06-21,2452.21
17_23_2013-06-21,6531.19
17_24_2013-06-21,2224.34
17_25_2013-06-21,2944.26
17_26_2013-06-21,1867.81
17_27_2013-06-21,348.58
17_28_2013-06-21,155.57
17_29_2013-06-21,1225.1
17_30_2013-06-21,1022.04
17_31_2013-06-21,688.76
17_32_2013-06-21,3162.7
17_33_2013-06-21,1648.31
17_34_2013-06-21,4162.92
17_35_2013-06-21,1253.73
17_36_2013-06-21,894.05
17_38_2013-06-21,8432.5
17_40_2013-06-21,4727.66
17_41_2013-06-21,613.2
17_42_2013-06-21,3131.25
17_44_2013-06-21,1845.76
17_46_2013-06-21,2446.33
17_47_2013-06-21,78.83
17_48_2013-06-21,80.35
17_49_2013-06-21,23.28
17_52_2013-06-21,481.48
17_54_2013-06-21,56.47
17_55_2013-06-21,3405.2
17_56_2013-06-21,3639.18
17_58_2013-06-21,1206.67
17_59_2013-06-21,47.39
17_60_2013-06-21,215.22
17_67_2013-06-21,4540.47
17_71_2013-06-21,697.55
17_72_2013-06-21,27173.64
17_74_2013-06-21,5195.45
17_79_2013-06-21,17731.87
17_80_2013-06-21,5896.81
17_81_2013-06-21,10358.36
17_82_2013-06-21,16515.78
17_83_2013-06-21,202.81
17_85_2013-06-21,2018.15
17_87_2013-06-21,9643.3
17_90_2013-06-21,24571.41
17_91_2013-06-21,9680.26
17_92_2013-06-21,50444.91
17_93_2013-06-21,35291.01
17_95_2013-06-21,25509.06
17_96_2013-06-21,10134.39
17_97_2013-06-21,5010.18
17_98_2013-06-21,8219.41
17_1_2013-06-28,1146.23
17_2_2013-06-28,8323.65
17_3_2013-06-28,5276.23
17_4_2013-06-28,9737.7
17_5_2013-06-28,7160.44
17_6_2013-06-28,1810.37
17_7_2013-06-28,12646.61
17_8_2013-06-28,12290.24
17_9_2013-06-28,9195.92
17_10_2013-06-28,10548.16
17_11_2013-06-28,11243.4
17_12_2013-06-28,2633.86
17_13_2013-06-28,8666.39
17_14_2013-06-28,4143.02
17_16_2013-06-28,13345.15
17_17_2013-06-28,2185.85
17_18_2013-06-28,2282.32
17_19_2013-06-28,618.08
17_20_2013-06-28,1402.66
17_21_2013-06-28,1343.21
17_22_2013-06-28,2526.76
17_23_2013-06-28,6781.75
17_24_2013-06-28,2278.88
17_25_2013-06-28,2903.5
17_26_2013-06-28,1870.63
17_27_2013-06-28,336.41
17_28_2013-06-28,155.93
17_29_2013-06-28,1220.56
17_30_2013-06-28,1024.26
17_31_2013-06-28,695.4
17_32_2013-06-28,3452.07
17_33_2013-06-28,2001.41
17_34_2013-06-28,4078.68
17_35_2013-06-28,1287.6
17_36_2013-06-28,936.29
17_38_2013-06-28,8432.5
17_40_2013-06-28,4727.66
17_41_2013-06-28,585.14
17_42_2013-06-28,3193.86
17_44_2013-06-28,1923.64
17_46_2013-06-28,2445.86
17_48_2013-06-28,73.08
17_49_2013-06-28,21.46
17_52_2013-06-28,662.05
17_55_2013-06-28,3727.31
17_56_2013-06-28,3461.99
17_58_2013-06-28,1297.62
17_59_2013-06-28,64.53
17_60_2013-06-28,212.75
17_67_2013-06-28,4883.66
17_71_2013-06-28,704.25
17_72_2013-06-28,28779.08
17_74_2013-06-28,5240.03
17_79_2013-06-28,17731.87
17_80_2013-06-28,5900.66
17_81_2013-06-28,10286.05
17_82_2013-06-28,16198.55
17_83_2013-06-28,193.09
17_85_2013-06-28,2015.8
17_87_2013-06-28,7996.51
17_90_2013-06-28,24487.46
17_91_2013-06-28,9060.32
17_92_2013-06-28,50595.84
17_93_2013-06-28,35291.01
17_95_2013-06-28,25181.84
17_96_2013-06-28,10134.39
17_97_2013-06-28,5010.43
17_98_2013-06-28,8219.41
17_1_2013-07-05,1146.23
17_2_2013-07-05,8114.14
17_3_2013-07-05,5301.3
17_4_2013-07-05,9878.15
17_5_2013-07-05,6886.78
17_6_2013-07-05,1849.2
17_7_2013-07-05,11325.19
17_8_2013-07-05,12516.67
17_9_2013-07-05,11722.71
17_10_2013-07-05,11705.82
17_11_2013-07-05,12356.67
17_12_2013-07-05,2797.86
17_13_2013-07-05,8682.06
17_14_2013-07-05,4165.53
17_16_2013-07-05,13671.88
17_17_2013-07-05,2197.14
17_19_2013-07-05,738.2
17_20_2013-07-05,1433.2
17_21_2013-07-05,1336.66
17_22_2013-07-05,2749.7
17_23_2013-07-05,6663.23
17_24_2013-07-05,2212.39
17_25_2013-07-05,2909.78
17_26_2013-07-05,1831.72
17_27_2013-07-05,382.15
17_28_2013-07-05,155.55
17_29_2013-07-05,1223.19
17_30_2013-07-05,1022.04
17_31_2013-07-05,687.93
17_32_2013-07-05,2931.88
17_33_2013-07-05,2069.98
17_34_2013-07-05,4185.99
17_35_2013-07-05,1265.42
17_36_2013-07-05,856.03
17_38_2013-07-05,8432.5
17_40_2013-07-05,4727.66
17_41_2013-07-05,651.12
17_42_2013-07-05,3219.92
17_44_2013-07-05,1933.15
17_46_2013-07-05,2446.33
17_48_2013-07-05,98.24
17_49_2013-07-05,30.72
17_52_2013-07-05,1112.46
17_54_2013-07-05,51.27
17_55_2013-07-05,3691.83
17_56_2013-07-05,3725.94
17_58_2013-07-05,1357.27
17_59_2013-07-05,68.94
17_60_2013-07-05,212.85
17_67_2013-07-05,4566.92
17_71_2013-07-05,704.66
17_72_2013-07-05,26722.93
17_74_2013-07-05,5161.14
17_79_2013-07-05,17646.8
17_80_2013-07-05,5902.91
17_81_2013-07-05,10327.46
17_82_2013-07-05,19025.09
17_83_2013-07-05,220.83
17_85_2013-07-05,1959.17
17_87_2013-07-05,9928.19
17_90_2013-07-05,24571.41
17_91_2013-07-05,9851.27
17_92_2013-07-05,50090.27
17_93_2013-07-05,35291.01
17_94_2013-07-05,38193.9
17_95_2013-07-05,25687.74
17_96_2013-07-05,10134.39
17_97_2013-07-05,5010.18
17_98_2013-07-05,8219.41
17_1_2013-07-12,1146.23
17_2_2013-07-12,8134.67
17_3_2013-07-12,5255.31
17_4_2013-07-12,9767.16
17_5_2013-07-12,7204.6
17_6_2013-07-12,1772.54
17_7_2013-07-12,12758.1
17_8_2013-07-12,12440.28
17_9_2013-07-12,11148.69
17_10_2013-07-12,11512.64
17_11_2013-07-12,12044.6
17_12_2013-07-12,2647.13
17_13_2013-07-12,8671.23
17_14_2013-07-12,4120.13
17_16_2013-07-12,13847.06
17_17_2013-07-12,2211.88
17_19_2013-07-12,681.2
17_20_2013-07-12,1440.44
17_21_2013-07-12,1360.96
17_22_2013-07-12,2648.79
17_23_2013-07-12,6631.78
17_24_2013-07-12,2275.98
17_25_2013-07-12,2900.38
17_26_2013-07-12,1874.73
17_27_2013-07-12,340.7
17_28_2013-07-12,155.87
17_29_2013-07-12,1208.37
17_30_2013-07-12,1022.04
17_31_2013-07-12,690.84
17_32_2013-07-12,3049.46
17_33_2013-07-12,1920.91
17_34_2013-07-12,4093.61
17_35_2013-07-12,1253.92
17_36_2013-07-12,906.98
17_38_2013-07-12,8432.5
17_40_2013-07-12,4727.66
17_41_2013-07-12,588.82
17_42_2013-07-12,3207.31
17_44_2013-07-12,1923.31
17_46_2013-07-12,2446.33
17_48_2013-07-12,77.36
17_49_2013-07-12,22.01
17_52_2013-07-12,1099.9
17_54_2013-07-12,52.43
17_55_2013-07-12,3751.98
17_56_2013-07-12,3504.7
17_59_2013-07-12,62.8
17_60_2013-07-12,214.4
17_67_2013-07-12,4531.18
17_71_2013-07-12,707.75
17_72_2013-07-12,28063.22
17_74_2013-07-12,5224.2
17_79_2013-07-12,17731.87
17_80_2013-07-12,5900.51
17_81_2013-07-12,10286.05
17_82_2013-07-12,18735.54
17_83_2013-07-12,199.11
17_85_2013-07-12,1986.07
17_87_2013-07-12,9734.8
17_90_2013-07-12,24487.46
17_91_2013-07-12,9191.77
17_92_2013-07-12,50339.99
17_93_2013-07-12,35291.01
17_95_2013-07-12,25230.18
17_96_2013-07-12,10134.39
17_97_2013-07-12,5010.18
17_98_2013-07-12,8219.41
17_1_2013-07-19,1146.23
17_2_2013-07-19,8127.6
17_3_2013-07-19,5255.31
17_4_2013-07-19,9830.03
17_5_2013-07-19,7229.08
17_6_2013-07-19,1771.21
17_7_2013-07-19,12567.71
17_8_2013-07-19,12468.51
17_9_2013-07-19,11283.1
17_10_2013-07-19,11666.73
17_11_2013-07-19,12152.92
17_12_2013-07-19,2819.02
17_13_2013-07-19,8682.67
17_14_2013-07-19,4133.27
17_16_2013-07-19,13651.55
17_17_2013-07-19,2179.01
17_18_2013-07-19,1968.32
17_19_2013-07-19,338.31
17_20_2013-07-19,1418.56
17_21_2013-07-19,1342.15
17_22_2013-07-19,2515.23
17_23_2013-07-19,6743.9
17_24_2013-07-19,2278.39
17_25_2013-07-19,2924.0
17_26_2013-07-19,1874.73
17_27_2013-07-19,341.74
17_28_2013-07-19,155.61
17_29_2013-07-19,1208.37
17_30_2013-07-19,1022.04
17_31_2013-07-19,688.34
17_32_2013-07-19,2751.16
17_33_2013-07-19,1919.45
17_34_2013-07-19,4101.34
17_35_2013-07-19,1239.88
17_36_2013-07-19,908.21
17_38_2013-07-19,8432.5
17_40_2013-07-19,4727.66
17_41_2013-07-19,569.69
17_42_2013-07-19,3218.31
17_44_2013-07-19,1944.71
17_46_2013-07-19,2446.33
